"Country.code","Country.name","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","region2"
"ABW","Aruba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"拉美和加勒比海"
"ADO","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"欧洲和中亚"
"AFG","Afghanistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.01,32.66,36.04,31.31,28.01,25.87,28.48,"南亚"
"AGO","Angola",130.24,129.97,141.24,246.26,159.58,409.11,350.5,228.56,211.87,257.12,260.1,257.21,292.38,202.55,377.7,319.2,312.92,288.09,245.29,"撒哈拉以南非洲"
"ALB","Albania",581.6,438.08,283.77,254.14,193.16,184.43,163.4,139.28,140.32,217.56,205.25,204.59,230.87,249.81,220.17,239.84,210.03,210.02,181.76,"欧洲和中亚"
"ARE","United Arab Emirates",547.42,598.81,594.64,680.99,703.21,629.27,344.51,327.62,614.86,569.22,778.71,689.31,558.91,630.21,609.66,577.18,563.71,597.21,638.59,"中东和北非"
"ARG","Argentina",462.56,426.61,395.52,364.73,358.4,366.49,366.2,353.04,347.51,380.11,371.51,386.98,406.27,404.37,403.84,379.25,386.18,372.03,364.88,"拉美和加勒比海"
"ARM","Armenia",NA,NA,688.37,600.67,577.03,635.2,448.11,545.34,528.14,458.98,491.1,458.04,343.09,343.59,330.56,346.28,307.96,312.69,320.92,"欧洲和中亚"
"ASM","American Samoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"东亚和太平洋"
"ATG","Antigua and Barbuda",381.96,365.21,362.13,360.79,343.36,370.98,347.55,346.42,328.19,329.06,320.84,313.9,322.46,328.6,321.49,311.34,284.67,267.73,274.01,"拉美和加勒比海"
"AUS","Australia",702.17,689.95,717.44,707.79,685.76,666.4,685.07,668.1,665.24,593.59,578.2,558.81,565.59,556.43,538.54,550.91,549.04,533.9,539.58,"东亚和太平洋"
"AUT","Austria",308.04,322.19,290.51,278.34,269.38,276.56,272.46,268.12,268.05,252.07,243.32,249.3,250.97,276.5,268.9,270.69,253.35,233,224.45,"欧洲和中亚"
"AZE","Azerbaijan",NA,NA,1688.72,2151.88,2623.96,2357.51,2187.25,1962.63,1881.15,1624.28,1524.21,1336.62,1231.85,1150.43,1080.8,914.15,774.76,665.56,670.41,"欧洲和中亚"
"BDI","Burundi",110.69,119.39,109.4,123.38,129.69,137.82,148.16,143.86,130.95,129.06,133.43,94.07,91.59,69.54,64.86,65.75,75.05,67.07,62.9,"撒哈拉以南非洲"
"BEL","Belgium",434.02,462,442.63,425.63,428.92,417.71,436.15,408.71,410.94,385.75,371.63,365.72,338.04,358.19,336.23,318.19,308.98,288.16,291.83,"欧洲和中亚"
"BEN","Benin",134.12,148.43,155.97,188.48,201.63,202.25,182.62,165.56,157.89,194.09,189.91,194.4,219.78,239.11,239.61,249.24,347.85,345.96,345.03,"撒哈拉以南非洲"
"BFA","Burkina Faso",92.47,90.6,90.92,87.37,88.76,81.57,82.93,88.92,88.51,89.07,97.79,87.82,84.49,83.91,82.1,78.74,90.19,105.36,113.08,"撒哈拉以南非洲"
"BGD","Bangladesh",197.51,196.14,207.9,194.99,204.15,234.02,235.58,233.16,212.53,212.71,221.72,245.26,243.94,232.62,257.15,229.97,267.18,252.58,235.81,"南亚"
"BGR","Bulgaria",1183.12,992.62,961,1261.66,998.2,1039.2,1082.88,1042.53,944.42,798.88,747.86,766.26,703.54,706.77,654.8,630.42,604.66,612.93,552.21,"欧洲和中亚"
"BHR","Bahrain",1346.34,1171.57,1010.94,1280.55,1293.39,1307.01,1224.09,1316.41,1334.97,1253.16,1231.25,879.36,941.66,921.5,915.38,914.04,929.96,913.41,899.17,"中东和北非"
"BHS","Bahamas, The",322.59,307.56,321.76,307,298.26,287.58,281.08,262.15,257.77,241.17,231.67,225.8,254.86,231.85,246.91,250.55,261.59,259.3,263.62,"拉美和加勒比海"
"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,803.6,649.11,520.62,902.06,1012.9,1069.12,1255.3,1071.55,1126.75,1098.48,1096.36,1086.42,1096.32,1082.86,1108.27,"欧洲和中亚"
"BLR","Belarus",NA,NA,1472,1355.7,1359.29,1429.71,1346.84,1196.19,1067.87,1000.87,906.17,851.16,807.11,773.16,751.84,707.17,669.93,594.57,556.92,"欧洲和中亚"
"BLZ","Belize",394.45,411.57,363.61,363.3,359.2,360.4,289.78,353.15,324.36,484.17,491.01,482.75,232.03,220.91,215.29,217,213.12,220.03,212.04,"拉美和加勒比海"
"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"北美"
"BOL","Bolivia",268.9,268.21,303.55,351.98,372.64,376.65,334.51,359.13,358.75,337.94,321.26,293.06,270.28,363.27,321.63,298.34,289.45,345.29,319.81,"拉美和加勒比海"
"BRA","Brazil",194.55,201.23,203.44,203.21,202.46,220.65,236.14,243.56,238.02,243.52,239.3,243.19,233.61,223.77,222.38,221.13,214.28,211.04,214.22,"拉美和加勒比海"
"BRB","Barbados",257.22,297.49,254.08,286.46,184.88,201.81,203.44,202.75,246.19,254.63,244.35,264.51,275.88,279.33,274.85,278.45,272.89,267.23,267.48,"拉美和加勒比海"
"BRN","Brunei Darussalam",505.37,443.79,423.09,405.83,380.81,371.65,366.53,386.39,400.08,298.31,411.71,380.45,314.47,307.7,306.37,291.83,262.94,520.48,588.17,"东亚和太平洋"
"BTN","Bhutan",136.86,190.11,215.44,180.47,198.28,219.23,251.98,311.09,286.5,268.09,258.84,250.82,285.31,238.37,219.14,297.26,172.01,200.4,242.36,"南亚"
"BWA","Botswana",226.78,208.2,310.35,324.16,312.81,300.87,253.9,235.84,254.44,224.1,255.2,249.96,237.34,212.37,205.56,209.02,195.91,194.47,197.27,"撒哈拉以南非洲"
"CAF","Central African Republic",82.28,85.8,96.6,99.54,99.56,92.87,96.74,96.18,93.23,95.29,94.44,86.45,86.96,89.9,89.01,86.92,88.97,87.06,87.83,"撒哈拉以南非洲"
"CAN","Canada",601.13,612.58,632.41,631.53,573.04,563.89,564.67,559.55,532.68,503.69,538.28,518.73,498.93,519.42,505.87,497.17,471.41,457.45,455.03,"北美"
"CHE","Switzerland",191.56,190.62,194.81,184.8,184.62,174.73,176.45,179.58,176.37,169.05,156.76,170.45,160.9,159.13,155.98,155.47,151.84,133.01,138.68,"欧洲和中亚"
"CHI","Channel Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"欧洲和中亚"
"CHL","Chile",401.93,351.89,324.1,322.21,337.22,331.13,350.09,378.32,378.89,402.75,372.25,323.68,328.8,318.31,332.24,321.66,316.66,323.01,324.98,"拉美和加勒比海"
"CHN","China",1969.46,1894.26,1730.25,1620.62,1522.28,1490.28,1413.07,1295.23,1151.24,1067.9,1011.02,956.12,928.31,1033.73,1097.21,1079.37,1061.03,983.75,929.32,"东亚和太平洋"
"CIV","Cote d'Ivoire",242.42,235.57,193.75,247.38,218.67,277.25,302.35,278.98,225.22,201,226.19,257.39,246.26,187.45,258.48,260.65,236.19,207.64,222.96,"撒哈拉以南非洲"
"CMR","Cameroon",68.55,45.55,160.58,170.37,171.13,189.37,190.2,126.47,120.12,110.47,118.13,112.66,108.21,115.51,116.12,106.04,118.53,165.63,138.38,"撒哈拉以南非洲"
"COG","Congo, Rep.",139.87,145.45,176.28,174.74,257.38,180.33,189.5,260.3,83.28,90.34,107.2,84.86,66.63,101.37,171.74,134.45,115.39,127.54,146.98,"撒哈拉以南非洲"
"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"东亚和太平洋"
"COL","Colombia",283.25,275.89,285.34,287.61,286.81,240.51,239.28,248.09,250.75,224.21,220.08,210.28,202.91,201.44,179.09,188.23,183.52,176.91,182.33,"拉美和加勒比海"
"COM","Comoros",145.57,153.87,141.78,137.64,145.31,146.92,121.78,117.07,128.43,138.6,142.88,144.28,144.31,152.09,158.1,162.52,176.58,175.72,179.29,"撒哈拉以南非洲"
"CPV","Cape Verde",154.99,159.2,172.67,161.29,161.61,155.35,183.1,178.29,178.78,184.22,187.52,201.91,226.89,220.02,231.24,229.63,218.91,203.88,189.72,"撒哈拉以南非洲"
"CRI","Costa Rica",154.3,169.84,176.8,171.6,218.42,194.09,187.75,186.75,183.69,176.29,171.67,178.72,190.7,187.74,188.34,178.16,175.46,177.7,170.99,"拉美和加勒比海"
"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"拉美和加勒比海"
"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"拉美和加勒比海"
"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"拉美和加勒比海"
"CYP","Cyprus",442.95,448.02,455.76,485.94,470.74,436.4,444.97,447.38,462.97,449.13,433.6,416.76,418.67,453.31,411.77,405.25,403.96,406.98,410.18,"欧洲和中亚"
"CZE","Czech Republic",NA,NA,938.07,886.82,839.45,803.41,790.72,781.71,760.05,668.78,718.55,699.96,663.67,652.24,625.93,579.28,551.56,524.6,483.29,"欧洲和中亚"
"DEU","Germany",0.03,448.36,423.69,419.34,404.99,396.55,402.44,385.17,375.5,338.89,331.39,336.64,326.86,329.44,322.73,313,303.66,286.82,283.8,"欧洲和中亚"
"DJI","Djibouti",259.77,271.38,281.39,312.01,314.96,326.34,346.17,351.7,327.93,346.73,313.9,293.62,297.03,293.1,317.9,317.99,312.84,297.66,302.49,"中东和北非"
"DMA","Dominica",140.41,139.56,136.76,142.91,157.47,178.8,158.36,171.64,156.07,162.39,205.29,236.14,222.2,240.75,219.22,219.13,199.58,260.13,214.46,"拉美和加勒比海"
"DNK","Denmark",385.49,463.66,403.57,424.74,429.58,376.64,455.06,366.25,352.24,311.98,279.58,288.1,303.51,325.93,287.46,260.54,292.58,263.02,246.36,"欧洲和中亚"
"DOM","Dominican Republic",347.02,364.06,364.23,361.92,375.62,452.36,460.03,442.76,423.82,401.12,404.73,399.86,401.61,403.04,369.69,334.32,318.17,301.07,289.42,"拉美和加勒比海"
"DZA","Algeria",502.07,524.67,520.48,533.02,563.13,594.93,582.81,526.49,608.21,507.01,473.54,442.45,455.47,433.95,398.95,454.39,446.21,455.17,438.83,"中东和北非"
"ECU","Ecuador",297.93,277.36,369.61,399.66,215.22,353.81,361.84,266.03,316.87,323.62,309.91,329.39,332.73,345.1,345.24,332.99,320.39,325.1,263.19,"拉美和加勒比海"
"EGY","Egypt, Arab Rep.",412.69,423.19,418.35,466.05,410.5,440.16,446.87,449.23,487.84,471.61,504.46,432.51,428.36,518.51,503.46,524.1,526.66,522.54,514.81,"中东和北非"
"ERI","Eritrea",NA,NA,NA,NA,83.53,131.55,141.22,198.37,217.92,228.72,258.59,246.09,229.18,282.52,295.34,286.58,211.83,215.67,170.99,"撒哈拉以南非洲"
"ESP","Spain",296.43,298.58,308.44,288.58,303.86,310.89,300.13,300.47,298.73,293.19,291.02,284.01,292.03,289.18,296.02,297.5,283.24,279.87,255.06,"欧洲和中亚"
"EST","Estonia",NA,NA,1994.39,1711.55,1743.21,1490.9,1594.29,1424,1244.81,1125.19,1032.63,977.63,876.61,924.69,876.45,783.93,688.05,757.72,731.68,"欧洲和中亚"
"ETH","Ethiopia",114.52,121.97,132.73,204.18,115.09,77.73,119.78,133.16,162.18,155.68,168.61,115.05,117.87,132.99,123,116.21,114.52,112.42,109.93,"撒哈拉以南非洲"
"FIN","Finland",441.54,506.21,469.42,500.27,552.32,467.92,529.91,488.37,441.08,412.85,368.71,390.08,414.69,458.55,428.18,339.22,393.14,361.08,316.3,"欧洲和中亚"
"FJI","Fiji",326.96,277.27,284.05,293.42,299.03,312.39,309.17,260.71,247.42,259.4,273.19,348.75,258.42,494.23,534.77,459.9,432.1,406.41,348.53,"东亚和太平洋"
"FRA","France",282.16,299.3,273.82,270.15,250.87,261.7,268.7,244.51,254.97,224.04,212.75,220.48,215.42,217.26,213.27,210.58,200.5,191.92,193.47,"欧洲和中亚"
"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"欧洲和中亚"
"FSM","Micronesia, Fed. Sts.",NA,NA,NA,NA,NA,NA,NA,NA,NA,181.06,172.76,170.98,168.41,167.31,168.54,165.76,166.24,192.13,196.77,"东亚和太平洋"
"GAB","Gabon",348.9,100.31,149.23,221.15,217.76,238.76,211.13,200.3,89.08,86.16,64.29,106.6,106.67,78.12,85.56,100.11,98.74,103.74,126.78,"撒哈拉以南非洲"
"GBR","United Kingdom",420.34,443.91,438.51,414.43,394.79,383.61,383.52,354.32,341.94,319.38,312,308.36,291.82,288.49,282.85,275.19,268.12,254.55,251.46,"欧洲和中亚"
"GEO","Georgia",NA,NA,1196.76,1098.53,749.45,276.51,439.11,433.5,470.14,400.27,410.3,325.34,277.25,278.01,273.35,300.64,319.13,311.54,262.82,"欧洲和中亚"
"GHA","Ghana",292.94,286.29,279.1,303.13,319.05,327.94,332.58,354.56,339.42,332.74,308.13,325.42,333.69,325.2,294.88,268.07,336.19,325.45,267.6,"撒哈拉以南非洲"
"GIB","Gibraltar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"欧洲和中亚"
"GIN","Guinea",212.72,210.9,204.22,199.72,213.79,208.04,201.19,193.36,179.16,175.2,172.95,170.51,167.57,161.16,157.48,154.98,151.21,151.8,145.04,"撒哈拉以南非洲"
"GMB","Gambia, The",175.56,176.82,171.04,175.26,174.99,179.55,175.65,167.44,175.49,180.4,183.2,177.78,205.23,192.04,183.56,185.19,190.73,212.88,209.37,"撒哈拉以南非洲"
"GNB","Guinea-Bissau",206.04,198.89,199.53,209.19,202.71,196.72,178.56,180.56,176.39,185.81,139.31,139.03,157.97,188.34,192.54,189.87,193.65,195.14,186.63,"撒哈拉以南非洲"
"GNQ","Equatorial Guinea",161.9,272.94,264.5,118.09,40.12,126.41,87.01,127.07,59.93,118.82,100.65,423.15,569.92,604.35,340.53,312.47,311.23,258.65,234.59,"撒哈拉以南非洲"
"GRC","Greece",409.53,369.31,409.53,416.98,423.49,419.12,415.72,421.97,423.87,404.38,409.3,402.2,388.26,374.57,364.19,361.66,339.05,328.24,323.59,"欧洲和中亚"
"GRD","Grenada",247.95,242.38,257.83,295.09,331.36,337.64,331.38,369.57,322.1,315.14,279.83,312.03,300.39,291.09,296.17,286.75,306.09,292.81,290.2,"拉美和加勒比海"
"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"欧洲和中亚"
"GTM","Guatemala",171.09,163.98,186.27,168.52,195.79,195.46,176.25,192.9,211.65,207.91,222.84,233.38,236.25,220.05,224.03,235.35,225.76,223.4,199.36,"拉美和加勒比海"
"GUM","Guam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"东亚和太平洋"
"GUY","Guyana",1006.03,933.96,812.35,753.31,877.32,927.48,887.37,875.42,919.17,890.68,864.98,812.58,819.67,814.26,757.9,800.15,766.64,795.6,780.18,"拉美和加勒比海"
"HKG","Hong Kong SAR, China",204.62,202.22,220.53,218.55,184.44,181.4,161.68,161.7,218.8,232.49,204.43,190.33,181.87,191.44,169.23,166.82,148.21,144.39,136.23,"东亚和太平洋"
"HND","Honduras",199.49,201.13,217.07,189.24,224.55,250.88,247.21,247.23,268.64,279.22,280.17,309.72,318.25,338.31,346.58,338.03,304.23,353.81,326.62,"拉美和加勒比海"
"HRV","Croatia",NA,NA,368.49,400.28,388.38,379.71,376.92,368.62,382.5,387.92,358.44,364.65,367.2,375,352.56,338.95,323.98,324.24,303.5,"欧洲和中亚"
"HTI","Haiti",NA,99.56,95.86,73.98,38.06,108.55,120.87,153.23,129.86,136.59,139.14,161.34,188.21,178.12,211.54,217,216.72,237.29,238.9,"拉美和加勒比海"
"HUN","Hungary",494.4,565.08,539.57,555.71,521.33,531.26,549.08,518.87,485.78,462.29,412.82,394.93,371.72,375.33,348.17,338.42,332.1,321.61,312.06,"欧洲和中亚"
"IDN","Indonesia",403.98,445.66,468.48,471.35,443.94,416.08,435.25,457.35,397.14,445.36,461.14,498.27,500.64,490.99,500.22,476.93,454.51,465.92,484.1,"东亚和太平洋"
"IMY","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"欧洲和中亚"
"IND","India",653.65,691.04,695.79,690.12,687.29,679.65,688.33,689.05,666.24,662.36,660.22,636.57,625.16,602.79,584.79,560.58,546.91,533.78,549.8,"南亚"
"IRL","Ireland",492.34,525.76,480.24,468.14,462.53,424.49,417.78,391.35,376.6,357.04,332.34,336.15,313.17,294.67,285.13,268.95,254.77,248.47,252.92,"欧洲和中亚"
"IRN","Iran, Islamic Rep.",667.73,610.17,619.65,584.31,757.58,708.6,665.63,652.75,691.22,679.17,691.98,702.6,686.66,704.44,719.39,713.08,722.52,689.14,716.29,"中东和北非"
"IRQ","Iraq",NA,NA,NA,NA,NA,NA,NA,980.14,770.36,616.52,645.66,814.35,903.09,1606.5,1191.21,1182,1150.95,1129.9,1056.95,"中东和北非"
"ISL","Iceland",317.19,310.59,300.47,312.09,303.99,293.11,318.86,289.31,271.65,256.86,257.57,240.71,248.35,242.09,231.62,212.67,206.03,203.72,191.52,"欧洲和中亚"
"ISR","Israel",402.85,382.76,438.23,451.66,440.84,475.64,451.66,511.74,485.92,465.73,430.18,451.35,436.38,443.34,409.78,365.28,383.92,204.04,200.2,"中东和北非"
"ITA","Italy",314.56,316.96,313.79,309.09,295.05,304.66,294.94,292.23,294.49,287.13,282.69,278.2,278.33,290.19,287.11,285.79,278.23,268.96,264.11,"欧洲和中亚"
"JAM","Jamaica",561.69,549.83,534.2,507.47,513.41,563.84,593.29,625.59,586.19,582.74,609.96,619.83,595.02,589.71,581.21,543.78,631.79,716.06,618.43,"拉美和加勒比海"
"JOR","Jordan",996.7,921.91,972.59,917.03,984.12,921.55,944.7,929.35,909.97,881.68,900.28,882.51,880.32,874.19,886.91,896.43,818.87,782.58,723.4,"中东和北非"
"JPN","Japan",339.14,330,334.18,329.16,345.62,342.1,339.42,333.08,328,339.42,335.97,330.58,333.69,334.58,331.54,319.71,311.7,309.3,302.19,"东亚和太平洋"
"KAZ","Kazakhstan",NA,NA,2675.18,2492.97,2573.49,2343.04,1967.28,1781.62,1752.81,1589.78,1588.04,1619.69,1515.39,1403.51,1433.29,1345.07,1317.12,1431.58,1444.07,"欧洲和中亚"
"KEN","Kenya",174.77,143.21,165.25,188.65,189.86,209.51,248.44,219.08,257.55,255.15,259.75,225.09,190.4,156.8,168.38,178.57,187.8,180.21,187.58,"撒哈拉以南非洲"
"KGZ","Kyrgyz Republic",NA,NA,1235.27,1117.32,1020.36,796.27,928.88,829.01,862.28,651.67,613.55,486.3,623.67,634.4,629.83,583.48,564.32,649.69,575.87,"欧洲和中亚"
"KHM","Cambodia",NA,NA,NA,61.12,63.35,158.71,170.54,189.1,210.9,185.36,174.97,189.87,192.53,194.04,196.68,184.78,182.59,180.58,175.4,"东亚和太平洋"
"KIR","Kiribati",157.58,164.69,159.61,155.53,148.21,150.06,235.88,178.91,181.37,159,166.8,133.85,126.04,120.61,119.53,119.17,133.65,149.75,134.59,"东亚和太平洋"
"KNA","St. Kitts and Nevis",184.55,204.25,197.71,213.17,211.64,221.16,223.55,209.37,207,196.75,191.42,334.96,358.09,396.02,380.19,371.6,352.21,366.79,350.54,"拉美和加勒比海"
"KOR","Korea, Rep.",499.66,502.87,507.06,528.63,522.79,521.69,527.35,531.74,490.82,486.7,491.16,480.87,474.64,461.88,457.14,422.09,408.15,410.91,410.52,"东亚和太平洋"
